sample_id,iou_score
r017s116_120,0.6793
r042s025_83,0.6882
r011s034_89,0.6818
r047s031_57,0.5167
r040s067_27,0.7267
r052s032_77,0.3760
r018s007_55,0.8543
r015s018_40,0.7500
r048s008_82,0.3932
r001s010_124,0.3581
r049s011_102,0.5950
r038s047_75,0.4342
r010s032_98,0.5556
r023s017_110,0.4131
r042s008_99,0.4559
r038s023_98,0.0990
r002s001_77,0.6990
r035s012_72,0.5418
r017s104_133,0.4340
r040s010_143,0.4127
r038s061_94,0.7250
r004s009_120,0.6667
r040s047_118,0.8197
r009s123_113,0.4634
r011s012_82,0.6860
r009s037_79,0.5489
r009s123_89,0.5613
r005s075_100,0.4145
r038s082_90,0.5202
r040s024_113,0.5118
r004s010_90,0.2297
r015s027_104,0.0390
r031s032_69,0.4500
r047s027_82,0.5240
r011s029_89,0.7059
r015s018_35,0.5824
r001s020_110,0.5488
r029s007_59,0.3343
r004s030_88,0.3384
r038s061_145,0.6242
r019s010_77,0.4107
r029s007_57,0.4189
r038s036_68,0.4421
r001s034_79,0.5732
r009s032_107,0.7941
r002s011_147,0.5745
r047s027_60,0.3386
r009s029_64,0.5364
r023s008_56,0.5732
r038s048_105,0.3281
r040s054_82,0.4915
r023s008_104,0.7312
r004s010_110,0.1724
r018s007_122,0.5926
r027s013_72,0.5000
r009s054_84,0.6042
r029s007_79,0.3846
r005s070_94,0.5000
r009s021_94,0.6758
r001s009_118,0.5034
r004s024_80,0.3890
r019s004_157,0.6591
r005s031_64,0.5977
r004s029_115,0.2926
r004s029_147,0.4250
r031s027_83,0.5000
r005s068_132,0.5917
r034s010_72,0.8000
r003s008_64,0.4919
r027s047_59,0.5135
r010s027_100,0.8036
r002s011_102,0.3679
r004s025_71,0.6154
r001s001_126,0.4956
r042s033_76,0.5430
r011s008_80,0.4921
r040s044_138,0.5613
r038s048_97,0.2498
r034s007_73,0.6883
r052s019_129,0.3560
r004s019_73,0.7515
r038s047_101,0.5899
r005s074_74,0.3223
r049s011_83,1.0000
r027s047_67,0.7166
r009s067_95,0.5367
r024s011_88,0.3828
r017s116_128,0.5856
r009s008_95,0.4329
r034s013_103,0.3497
r004s002_74,0.5089
r048s016_130,0.6689
r038s033_101,0.2477
r009s096_107,0.5549
r005s068_91,0.4919
r024s013_89,0.6429
r034s003_54,0.5971
r047s038_53,0.4351
r027s032_82,0.5126
r011s017_91,0.2625
r011s012_89,0.5814
r017s106_34,0.6442
r005s068_84,0.5520
r048s016_112,0.6556
r009s078_64,0.8333
r005s076_74,0.4464
r031s001_90,0.5741
r040s037_30,0.3278
r005s081_73,0.6444
r042s025_26,0.4173
r038s018_106,0.7679
r038s056_116,0.7746
r047s041_130,0.3025
r052s014_102,0.3952
r048s018_146,0.4161
r038s041_83,0.6400
r019s008_72,0.7959
r031s004_88,0.4881
r038s078_119,0.6128
r031s017_86,0.6222
r047s031_81,0.2040
r023s017_88,0.5898
r031s033_59,1.0000
r004s010_96,0.1663
r001s008_108,0.6875
r005s074_87,0.3870
r038s082_98,0.5969
r004s028_102,0.3575
r042s018_77,0.5181
r039s002_91,0.7353
r001s026_89,0.5102
r038s061_100,0.7424
r038s084_74,0.5000
r034s048_107,0.8750
r009s037_62,0.5065
r048s016_76,0.5151
r024s002_97,0.5749
r048s018_150,0.7273
r010s006_89,0.6429
r038s010_103,0.7297
r034s047_73,0.7222
r048s004_115,0.4132
r001s013_122,0.5124
r031s033_134,0.2032
r040s044_120,0.0000
r003s012_95,0.2947
r009s007_122,0.0723
r004s004_52,0.5566
r031s020_132,0.4140
r048s018_72,0.3758
r027s047_76,0.6975
r027s006_84,0.7419
r001s029_70,0.8571
r023s008_146,1.0000
r009s034_65,0.6389
r010s006_67,0.1667
r040s064_66,0.5179
r002s011_120,0.3985
r034s021_119,0.6105
r004s015_115,0.7792
r009s024_93,0.5447
r052s019_10,0.6690
r009s051_88,1.0000
r034s015_74,0.7333
r047s027_66,0.5952
r009s074_101,0.7238
r001s008_28,0.1413
r023s007_82,0.6812
r009s024_123,0.1450
r048s014_37,0.6957
r009s088_98,0.2829
r004s025_104,0.0816
r024s011_92,0.6466
r038s041_107,0.7207
r038s043_78,0.3609
r027s047_90,0.6087
r009s048_47,0.5000
r034s013_146,0.7972
r042s025_112,0.4263
r005s031_122,1.0000
r048s012_109,0.5856
r009s007_86,0.0102
r049s025_41,1.0000
r049s011_71,0.5918
r002s006_108,0.0152
r038s018_70,0.5714
r004s020_143,0.5497
r038s014_82,0.4476
r034s007_66,0.7106
r034s047_74,0.6623
r047s038_36,0.5000
r009s090_81,0.9500
r034s039_122,0.5000
r009s024_103,0.4662
r019s009_94,0.4473
r038s067_35,0.8700
r019s009_62,0.3044
r040s086_27,0.5714
r048s008_54,0.5117
r011s030_77,0.5896
r009s055_72,0.6667
r038s056_79,0.5816
r038s010_98,0.7412
r009s051_91,0.3059
r034s039_52,0.6518
r024s002_141,0.1565
r017s116_94,0.5426
r034s011_115,0.7162
r003s008_82,0.6885
r052s032_65,0.4803
r031s028_120,1.0000
r004s011_95,0.3375
r038s061_61,0.6937
r027s048_51,0.6438
r018s012_88,0.3492
r024s005_118,0.5403
r050s009_83,0.8667
r001s001_132,0.5735
r028s013_106,0.5225
r040s086_110,0.7279
r009s088_87,0.5417
r009s022_72,0.0528
r009s085_28,0.6108
r009s041_42,0.5253
r052s019_123,0.2162
r004s019_116,0.7526
r031s001_73,0.4736
r038s056_89,0.6406
r004s028_118,0.1183
r009s096_92,0.5783
r031s029_76,0.6531
r052s021_156,0.6549
r003s008_140,0.3404
r002s008_61,0.6611
r009s113_89,0.8500
r004s003_143,0.7250
r047s038_97,0.4364
r047s001_106,0.5551
r023s017_120,0.4931
r052s032_67,0.5270
r048s016_115,0.6700
r004s028_123,0.3748
r047s048_23,0.6548
r011s014_95,0.4643
r042s033_122,1.0000
r009s037_99,0.5227
r038s078_115,0.0042
r028s014_21,0.5245
r040s067_86,0.0673
r031s036_101,0.6846
r011s008_89,0.7181
r011s017_95,0.7381
r023s008_52,0.3810
r015s018_37,0.6866
r038s048_49,0.6915
r019s009_99,0.5522
r009s029_92,0.6319
r005s081_114,0.4762
r023s008_142,0.4263
r009s103_102,0.3783
r001s034_87,0.5636
r031s001_39,0.8304
r040s044_116,0.6491
r031s035_76,0.4225
r038s067_113,0.6852
r009s078_119,0.6500
r009s024_41,0.0000
r001s004_134,0.7594
r047s027_96,0.4769
r038s097_116,0.6400
r009s058_104,0.6190
r031s029_79,0.6286
r011s034_90,0.6098
r038s056_72,0.5414
r042s021_69,0.5806
r019s009_101,0.5000
r002s008_73,0.7500
r027s050_89,0.1601
r001s013_138,0.6621
r004s019_66,0.6604
r009s037_97,0.5300
r038s084_115,0.5895
r031s022_107,0.7643
r042s021_92,0.7563
r017s104_81,0.7500
r004s010_70,0.6000
r004s019_94,0.3867
r031s022_130,0.6974
r031s023_70,0.5278
r024s005_142,0.3647
r038s061_79,0.6987
r031s012_61,0.7273
r052s014_70,0.6160
r029s007_53,0.5110
r052s007_118,0.7500
r031s014_79,0.6667
r017s116_137,0.7424
r017s116_135,0.7133
r017s116_115,0.6178
r002s008_93,0.4788
r038s061_108,0.7776
r040s086_128,0.6181
r038s061_134,0.7688
r009s053_32,0.5652
r001s010_112,0.6293
r009s088_105,0.3187
r040s047_130,0.4653
r009s054_92,0.6591
r040s067_29,0.5000
r024s002_113,0.6864
r040s086_100,0.7142
r009s051_43,0.6667
r023s017_140,0.5954
r040s067_35,0.1125
r024s018_62,0.6835
r042s033_90,0.3122
r024s005_137,0.5056
r002s008_66,0.7497
r005s075_63,0.8027
r049s020_67,1.0000
r038s043_81,0.2583
r034s011_102,0.1166
r004s011_79,0.3544
r001s020_101,0.0201
r004s004_59,0.5699
r005s068_135,0.5556
r005s073_38,0.7905
r047s038_105,0.2688
r017s106_117,0.0117
r005s074_127,0.6503
r031s035_93,0.6702
r031s022_123,0.7548
r048s018_70,0.3256
r042s008_90,0.7232
r024s002_121,0.4070
r028s002_85,0.3489
r009s051_32,0.4659
r003s008_137,0.4217
r002s008_107,0.5011
r028s008_64,0.6396
r004s011_81,0.4096
r040s037_116,0.0197
r027s048_135,0.4774
r018s007_102,0.3326
r004s015_68,0.5578
r002s009_110,0.1185
r040s045_90,0.5083
r023s008_98,0.7159
r034s047_77,0.6630
r009s008_79,0.3799
r028s013_71,0.7075
r038s056_84,0.5896
r028s007_89,0.7442
r042s025_85,0.6376
r052s032_97,0.4718
r003s001_123,0.6800
r009s067_138,0.7528
r040s049_30,0.8382
r048s012_124,0.5410
r015s016_94,0.0000
r042s025_27,0.5000
r003s010_21,0.6667
r034s011_91,0.2973
r011s008_69,0.5652
r001s020_46,0.6377
r034s003_112,0.8500
r048s008_61,0.5109
r038s061_105,0.7898
r034s039_107,0.5784
r018s007_138,0.1966
r011s012_67,0.5663
r011s012_87,0.6418
r040s064_83,0.4143
r001s013_60,0.4697
r010s032_102,0.5000
r047s031_75,0.2992
r009s088_93,0.3387
r048s004_95,0.3410
r034s007_46,0.4181
r009s022_32,0.0000
r002s001_72,0.3448
r009s034_78,0.5698
r009s099_93,0.6322
r031s033_100,0.2228
r029s007_58,0.3702
r005s031_75,0.6366
r038s016_81,0.3350
r017s116_126,0.6888
r034s013_91,0.3779
r040s086_36,0.6120
r015s025_92,0.4468
r052s031_101,0.6348
r003s008_35,0.5000
r048s008_62,0.4240
r001s008_49,0.5833
r040s086_40,0.6812
r004s015_69,0.6342
r004s002_97,0.2720
r031s022_117,0.7654
r009s067_121,0.5159
r038s071_51,0.2927
r040s044_106,0.6847
r010s008_92,0.6346
r001s012_99,0.1762
r011s029_75,0.6369
r009s024_58,0.0000
r005s031_73,0.6374
r040s010_133,0.2145
r004s015_40,0.7917
r038s036_83,0.2078
r042s004_34,0.7500
r023s017_89,0.6160
r005s068_65,0.6718
r042s035_88,0.5448
r040s024_119,0.1606
r005s076_78,0.7353
r005s075_81,0.7520
r042s018_129,0.7673
r040s049_29,0.3953
r019s004_71,0.5586
r002s006_75,0.4590
r038s023_68,0.3333
r046s011_105,0.5796
r040s054_102,0.6991
r038s043_131,0.2612
r038s010_91,0.7654
r009s021_99,0.4688
r048s004_98,0.5604
r029s009_93,0.4805
r009s078_67,0.5385
r001s006_50,0.6667
r023s017_139,0.6219
r027s047_71,0.7461
r038s061_101,0.7844
r027s050_97,0.0431
r009s085_47,0.5811
r002s006_82,0.4863
r010s004_83,0.6883
r001s001_128,0.4801
r004s004_24,0.5362
r010s022_88,1.0000
r034s013_138,0.6464
r024s002_71,0.6316
r040s067_33,0.6884
r010s016_100,0.5833
r027s032_76,0.6607
r009s125_95,0.7375
r034s011_103,0.1388
r047s018_87,0.3289
r040s044_89,0.6007
r003s001_90,0.3359
r011s014_72,0.8571
r002s009_55,0.5000
r050s008_78,0.2941
r009s113_78,0.5429
r034s026_113,0.4232
r048s006_10,0.7645
r009s055_115,0.2393
r001s001_124,0.6086
r004s003_68,0.4081
r011s034_61,0.0000
r009s085_34,0.4721
r028s013_105,0.8167
r047s031_115,0.0000
r010s016_80,0.6000
r009s088_99,0.3263
r040s075_90,0.3300
r042s011_93,0.5291
r034s008_80,0.6733
r048s018_147,0.3487
r015s001_114,0.4950
r009s007_118,0.1166
r004s009_110,0.1841
r009s037_38,0.5714
r017s104_66,0.5299
r031s032_78,0.0000
r038s048_68,0.5826
r028s002_66,0.3045
r009s123_74,0.0000
r052s007_109,0.7000
r038s036_98,0.6452
r004s004_50,0.5185
r028s007_141,0.2500
r009s021_102,0.6778
r009s113_114,0.5417
r042s008_153,0.3333
r009s037_90,0.5119
r004s020_119,0.4569
r040s010_140,0.2377
r040s010_113,0.3101
r009s123_94,0.5795
r040s044_99,0.6791
r001s012_85,0.4394
r034s013_105,0.4335
r040s044_86,0.6829
r009s124_116,0.6368
r031s033_144,0.5765
r040s086_78,0.5944
r009s096_72,0.8333
r005s074_119,0.5953
r019s009_73,0.5994
r034s039_117,0.7255
r004s019_120,0.6510
r034s014_97,0.2997
r048s012_111,0.6502
r048s043_55,0.4737
r017s104_104,0.4183
r001s008_75,0.8750
r042s025_103,0.5230
r028s005_127,0.4512
r040s037_46,0.5454
r047s038_96,0.3852
r031s001_42,0.8215
r034s011_104,0.3653
r004s004_27,0.6509
r047s050_79,0.4277
r047s038_86,0.5669
r009s008_45,0.5294
r031s029_83,0.8333
r001s029_114,0.2586
r002s001_95,0.4286
r009s041_47,0.0000
r004s019_44,0.5706
r010s008_70,0.8333
r009s088_114,0.7321
r002s011_131,0.4468
r038s048_116,0.5385
r010s008_96,0.7778
r009s034_96,0.8491
r005s074_140,0.7505
r001s010_69,0.6826
r038s096_73,0.5319
r002s009_106,0.2623
r010s016_83,0.7231
r047s048_33,0.4675
r009s037_102,1.0000
r002s001_70,0.6893
r034s008_86,0.8404
r034s015_80,0.6979
r038s089_63,0.7143
r015s016_102,0.6997
r015s025_64,0.7500
r031s020_137,0.2699
r003s001_121,0.6604
r031s033_121,0.3787
r023s017_109,0.2728
r038s047_113,0.7174
r052s019_73,0.7742
r005s074_76,0.3715
r031s012_95,0.2536
r001s013_145,0.5500
r009s113_85,0.5906
r011s034_81,0.4722
r005s081_71,0.6286
r004s003_124,0.5972
r001s029_91,0.5357
r028s008_127,0.4651
r009s067_78,0.4679
r027s050_104,0.6350
r009s060_87,0.6222
r005s068_59,0.7353
r038s043_132,0.2595
r031s022_62,0.5506
r004s020_85,0.7756
r001s013_108,0.7528
r038s067_114,0.6667
r009s088_117,0.6143
r038s097_99,0.2951
r004s024_61,0.5802
r001s013_84,0.6500
r028s002_54,0.3603
r027s032_73,0.7439
r017s104_91,0.0533
r015s025_69,0.6389
r038s033_91,0.5859
r052s021_152,0.5346
r052s019_97,0.6795
r052s007_39,0.5385
r047s044_89,0.4184
r048s018_98,0.5877
r040s010_96,0.2319
r002s009_66,0.4438
r031s033_138,0.3212
r038s084_91,0.6444
r011s008_76,0.4156
r031s032_72,0.5238
r028s011_34,0.6667
r010s007_94,0.3962
r010s029_81,0.6667
r004s028_66,0.3301
r038s082_101,0.6400
r009s124_36,0.6667
r040s054_95,0.5484
r009s053_97,0.6737
r038s064_108,0.3846
r003s008_115,0.6252
r002s005_58,0.5000
r034s026_81,0.5904
r011s015_94,0.4643
r047s031_120,0.3575
r038s089_97,0.4588
r031s012_66,0.6759
r052s031_118,0.7317
r004s004_28,0.6696
r009s085_120,0.2328
r040s086_121,0.0072
r027s050_113,0.5000
r031s035_62,0.7500
r024s005_147,0.3425
r019s009_86,0.5170
r009s125_99,0.4560
r031s022_74,0.6847
r042s025_125,0.5821
r004s029_136,0.5995
r003s001_65,0.4521
r047s001_118,0.4116
r040s054_70,0.4657
r038s047_94,0.5485
r004s002_68,0.6122
r015s016_58,0.2544
r011s034_87,0.6533
r003s001_48,0.0000
r011s015_89,0.5000
r015s001_95,0.6546
r010s008_87,0.3788
r040s010_147,0.8000
r015s001_100,0.7107
r052s031_111,0.5037
r009s032_90,0.0864
r038s036_60,0.6250
r031s020_65,0.6727
r009s088_116,0.8000
r038s064_107,0.5806
r009s064_84,0.5651
r034s040_76,0.0000
r004s010_78,0.5068
r023s008_135,0.6653
r031s022_103,0.7100
r047s001_121,0.4474
r004s028_77,0.5803
r009s085_125,0.8214
r034s026_58,0.7040
r004s003_85,0.1565
r009s008_90,0.1126
r034s026_59,0.6509
r040s054_64,0.4411
r038s048_58,0.5708
r004s003_52,0.0780
r009s037_61,0.4744
r038s078_31,0.4541
r001s017_32,0.8667
r038s084_110,0.4841
r034s013_86,0.3833
r040s086_45,0.7283
r002s006_90,0.2012
r004s029_125,0.3419
r002s008_56,0.6435
r034s021_103,0.3440
r049s025_49,0.7625
r038s016_84,0.2868
r040s045_87,0.6901
r003s001_111,0.4843
r035s012_81,0.5300
r038s097_111,0.5972
r011s015_90,0.6635
r018s007_67,0.6316
r009s021_91,0.7556
r047s038_79,0.6947
r038s035_69,0.3591
r001s006_80,0.3380
r040s037_137,0.5669
r004s025_123,0.0821
r003s001_67,0.4893
r031s032_99,0.6667
r031s029_85,0.5385
r010s007_92,0.3094
r042s021_43,1.0000
r001s010_93,0.8108
r047s044_80,0.5896
r009s032_38,0.5000
r052s019_92,0.3112
r028s013_100,0.7053
r048s038_94,0.5679
r027s013_82,0.6707
r018s007_147,0.6216
r048s004_96,0.4456
r038s043_149,0.4861
r004s003_45,0.4646
r004s003_62,0.3270
r034s013_134,0.5959
r009s067_100,0.4677
r034s026_60,0.7148
r009s086_80,0.5833
r040s049_40,0.4934
r031s020_122,0.6275
r004s004_93,0.6070
r048s018_127,0.7974
r038s084_60,0.3556
r031s028_121,1.0000
r004s029_56,0.3818
r031s004_71,0.7093
r031s029_53,0.7778
r009s041_36,0.6757
r042s025_58,0.5584
r003s012_59,0.5593
r009s025_35,0.5161
r042s033_114,0.6027
r034s014_101,0.3008
r009s032_118,0.6000
r038s061_132,0.7565
r004s030_102,0.4391
r040s086_116,0.0038
r048s012_85,0.6700
r009s034_64,1.0000
r023s008_132,0.5976
r040s010_141,0.4924
r017s104_52,0.5000
r048s018_117,0.7390
r027s013_85,0.8962
r001s027_82,0.6905
r040s024_105,0.7571
r048s016_85,0.5541
r031s004_89,0.6429
r005s074_72,0.3268
r047s038_49,0.4249
r040s086_112,0.7487
r017s104_128,0.4385
r009s113_22,0.7000
r004s009_57,0.6457
r004s004_61,0.6765
r004s003_145,0.6571
r004s029_104,0.3792
r040s024_130,0.1643
r004s030_112,0.6398
r001s016_96,0.7500
r011s012_105,0.1111
r011s030_75,0.5500
r004s011_48,0.4262
r019s008_78,0.7308
r049s025_52,0.7000
r019s004_90,0.6310
r038s056_54,0.3063
r003s010_66,0.6964
r048s008_75,0.5751
r003s008_58,0.5167
r031s001_92,0.5711
r048s016_109,0.5710
r038s018_95,0.6557
r052s031_77,0.4969
r010s023_74,0.7333
r004s025_95,0.3747
r048s004_91,0.2340
r031s020_110,0.2034
r009s007_114,0.0080
r031s004_107,0.7115
r029s007_63,0.4130
r009s125_39,0.4579
r040s044_57,0.5877
r004s004_103,0.5780
r010s027_82,0.6154
r034s012_32,0.7451
r038s078_113,0.7042
r040s044_96,0.0288
r052s007_37,0.6875
r039s003_77,0.5072
r035s006_90,0.4527
r042s011_98,0.6438
r028s014_28,0.5415
r003s001_51,0.4750
r028s013_99,0.6302
r028s008_74,0.4028
r038s041_110,0.4545
r048s016_82,0.5186
r015s016_69,0.2663
r031s020_128,0.3518
r019s004_76,0.2703
r031s035_64,0.5000
r023s008_23,0.4724
r031s033_118,0.0000
r001s010_115,0.6591
r029s007_75,0.5332
r050s002_79,0.6000
r004s030_133,0.5635
r023s008_96,0.6905
r034s013_107,0.4069
r009s088_35,0.9231
r052s007_104,0.7500
r034s003_109,0.3441
r014s004_130,0.3077
r047s001_155,0.3392
r001s009_135,0.5250
r009s055_82,0.0060
r042s021_47,0.7500
r028s013_80,0.5321
r009s075_57,0.0000
r048s038_109,0.5646
r003s008_111,0.5251
r034s014_122,0.8462
r004s003_43,0.5890
r023s008_97,0.6684
r040s075_134,0.4186
r009s060_82,0.7500
r047s038_111,0.0911
r011s010_80,0.7159
r040s064_71,0.7500
r038s041_93,0.6516
r009s008_100,0.5278
r031s022_134,0.6352
r040s067_70,0.5899
r031s020_143,0.4933
r047s041_64,0.5894
r042s021_102,0.1792
r018s007_139,0.3024
r015s027_48,0.5926
r003s012_70,0.3988
r029s007_36,0.5216
r010s032_85,0.7500
r047s038_77,0.6798
r038s048_85,0.6680
r040s049_46,0.6159
r004s028_129,0.5514
r031s033_102,0.3602
r038s014_96,0.6796
r047s018_77,0.7097
r038s047_64,0.4592
r011s021_74,0.7857
r052s031_93,0.5481
r028s007_130,0.2658
r009s078_115,0.0000
r009s067_108,0.5709
r017s116_91,0.2843
r047s048_46,0.7000
r002s006_115,0.3757
r038s067_77,0.6562
r038s071_97,0.5741
r004s028_52,0.2963
r004s003_101,0.0280
r001s004_123,0.5642
r003s012_62,0.6006
r031s019_139,0.4218
r047s027_67,0.6953
r009s051_47,0.4468
r034s048_78,0.4000
r009s032_84,0.1423
r009s124_121,0.5250
r034s007_115,0.5182
r004s002_106,0.1728
r028s009_71,0.4580
r028s007_138,0.7170
r047s031_72,0.3752
r004s004_78,0.6785
r009s085_10,0.3324
r047s001_90,0.4823
r031s028_70,0.7205
r004s002_119,0.7000
r038s084_140,1.0000
r038s033_102,0.5340
r035s012_43,0.4087
r004s025_121,0.2271
r018s001_114,0.5549
r031s005_95,0.6000
r017s104_92,0.0549
r031s029_75,0.6481
r027s050_71,0.6286
r004s029_61,0.5128
r034s003_105,0.4159
r004s011_135,0.4307
r004s003_141,0.7708
r038s041_109,0.6531
r009s053_94,0.4842
r011s034_93,0.6000
r009s024_112,0.5827
r001s001_92,0.6167
r004s028_97,0.4234
r038s067_91,0.6471
r038s082_102,0.6000
r042s021_101,0.7121
r017s106_119,0.3213
r034s013_135,0.5897
r017s106_100,0.3005
r001s004_13,0.5327
r004s011_57,0.6716
r002s001_107,0.4732
r031s012_106,0.7033
r004s003_105,0.0042
r010s032_91,0.4400
r031s004_75,0.7931
r048s008_55,0.7300
r027s050_86,0.0171
r034s048_101,0.6296
r052s019_95,0.5356
r052s031_117,0.5923
r010s007_82,0.6117
r028s005_118,0.3111
r034s003_17,0.3333
r011s008_110,0.5000
r004s004_108,0.7245
r001s001_55,0.6753
r027s050_91,0.6276
r009s021_115,0.6429
r014s004_135,0.6667
r047s027_93,0.4922
r009s051_45,0.6357
r009s125_89,0.7500
r004s020_67,0.5289
r048s004_101,0.5747
r004s010_58,0.0000
r034s013_97,0.3696
r029s009_87,0.4388
r009s075_56,0.4667
r004s010_107,0.1095
r038s036_90,0.2985
r034s013_94,0.3579
r004s002_111,0.7486
r009s036_106,1.0000
r004s004_112,0.7255
r005s076_86,0.6212
r009s103_103,0.3970
r038s084_90,0.6540
r047s013_105,0.6585
r052s031_12,0.7500
r002s011_90,0.3421
r023s008_29,0.7778
r038s014_134,0.3643
r003s010_20,0.6250
r031s020_129,0.3189
r046s008_42,0.6863
r001s027_91,0.0000
r047s031_80,0.3118
r048s008_46,0.3764
r040s044_110,0.0032
r048s004_60,0.4187
r004s029_76,0.2845
r040s078_63,0.6977
r034s008_82,0.6552
r042s025_67,0.5554
r001s009_110,0.5655
r028s014_32,0.7314
r011s012_70,0.6389
r038s056_131,0.5574
r004s019_34,0.4943
r042s033_81,0.4296
r004s019_97,0.2859
r052s014_65,0.5608
r047s038_119,0.1229
r042s025_31,0.4673
r011s014_96,0.5556
r047s001_95,0.5832
r005s074_147,0.5825
r042s025_131,0.5902
r047s031_90,0.3251
r009s103_105,0.4534
r048s012_102,0.4652
r027s048_72,0.5752
r009s096_119,0.5741
r034s013_110,0.4808
r001s013_120,0.5311
r017s116_105,0.3609
r027s032_65,0.7619
r009s037_34,0.5000
r040s086_96,0.7318
r018s007_81,0.5598
r009s021_101,0.5977
r001s013_134,0.5722
r010s027_106,0.6667
r031s019_140,0.4178
r027s006_86,0.7460
r024s005_128,0.5033
r001s012_105,0.2861
r001s009_96,0.5797
r034s048_70,0.3968
r031s031_97,0.5871
r052s019_37,0.7093
r031s001_44,0.6689
r004s019_77,0.7090
r034s007_59,0.6019
r015s016_83,0.7306
r001s020_65,0.2103
r048s016_120,0.7295
r031s028_84,0.4814
r018s001_105,0.6630
r052s016_76,0.5618
r038s071_59,0.3016
r009s022_37,0.3140
r010s027_96,0.8000
r047s016_103,0.5723
r031s012_109,0.6250
r009s022_86,0.6979
r001s009_119,0.4715
r009s008_74,0.6290
r001s006_65,0.6047
r001s001_105,0.5797
r009s021_85,0.6000
r048s018_87,0.4876
r038s014_93,0.6343
r038s033_59,0.8667
r009s090_35,0.5867
r009s090_72,0.6667
r047s018_86,0.3745
r031s001_104,0.5652
r001s020_62,0.3928
r009s067_44,0.4884
r009s074_96,0.6707
r031s020_133,0.4131
r004s020_51,1.0000
r031s023_54,0.6429
r038s071_80,0.5688
r002s011_108,0.5849
r035s006_85,0.6134
r042s035_81,0.3590
r034s040_88,0.5238
r004s029_67,0.6630
r034s014_123,0.6667
r048s008_47,0.4499
r034s040_79,0.5893
r001s020_66,0.4804
r027s048_81,0.5943
r004s028_125,0.3806
r011s030_68,0.8095
r029s009_89,0.5877
r031s004_108,0.6714
r038s078_117,0.6457
r039s002_89,0.5176
r031s035_120,0.4000
r003s001_114,0.1135
r031s004_87,0.4505
r046s008_35,0.7500
r038s048_110,0.3464
r050s008_80,0.6571
r028s013_94,0.6193
r009s122_35,0.5000
r040s037_53,0.6132
r050s008_75,0.6825
r018s001_107,0.6463
r009s085_105,0.4295
r034s007_78,0.6380
r034s026_62,0.6620
r010s014_73,0.7667
r001s034_86,0.7447
r009s125_33,0.5714
r040s085_14,0.7556
r031s004_65,1.0000
r023s008_61,0.7304
r001s017_86,0.7500
r034s015_110,0.6973
r009s067_76,0.5357
r049s011_99,0.5492
r009s041_38,0.3235
r001s027_71,0.7000
r023s017_119,0.4326
r001s030_108,0.2326
r042s018_134,0.7322
r034s012_47,0.0000
r009s007_32,0.6875
r001s001_85,0.5717
r009s113_116,1.0000
r038s022_76,0.2107
r002s008_59,0.5773
r040s049_41,0.4046
r015s001_101,0.6229
r004s003_107,0.0018
r009s064_96,0.5652
r009s051_39,0.6345
r027s050_76,0.4831
r027s013_79,0.6667
r024s002_147,0.5263
r004s009_48,0.4305
r009s038_88,0.4261
r015s025_70,0.6944
r005s076_72,0.7857
r029s007_76,0.4183
r001s018_61,0.7213
r031s031_95,0.5622
r027s048_52,0.1513
r034s021_92,0.5347
r001s020_109,0.5439
r024s005_110,0.6112
r047s041_76,0.6035
r002s011_107,0.6522
r004s025_139,0.6458
r009s021_119,1.0000
r017s106_126,0.2308
r049s011_110,0.5561
r001s027_84,0.6047
r038s014_100,0.6426
r034s013_133,0.4959
r001s004_131,0.6810
r047s001_143,0.5991
r011s030_83,0.5203
r018s007_146,0.2321
r005s031_103,0.5770
r004s003_115,0.0063
r038s033_89,0.6347
r038s047_107,0.7324
r034s013_63,0.5838
r015s026_82,0.6061
r003s010_61,0.5556
r017s118_72,0.5469
r011s029_93,0.5385
r034s007_44,0.5444
r004s004_53,0.5394
r031s005_82,0.5068
r004s029_57,0.1889
r004s019_48,0.6859
r034s026_55,0.6944
r004s004_107,0.0005
r005s074_111,0.6463
r040s044_111,0.0111
r031s031_86,0.5243
r009s024_114,0.4501
r001s008_32,0.6883
r048s004_138,0.8485
r048s016_123,0.6882
r052s031_83,0.5000
r004s011_55,0.6810
r004s019_79,0.6469
r009s103_114,0.5311
r004s029_77,0.3144
r005s074_118,0.6044
r038s064_103,0.6356
r004s029_89,0.3786
r049s005_11,0.5000
r031s028_69,0.6697
r038s082_81,0.6000
r031s020_115,0.5517
r028s002_65,0.3161
r015s016_113,0.6401
r028s011_24,0.4583
r038s084_102,0.5663
r010s007_95,0.2743
r001s030_104,0.5917
r001s009_89,0.5686
r027s047_96,0.5985
r040s024_133,0.2692
r038s064_74,0.5238
r034s015_100,0.3952
r009s123_111,0.4194
r004s003_69,0.4322
r047s031_96,0.3532
r019s004_39,1.0000
r031s029_86,0.4916
r052s031_15,0.8000
r047s031_105,0.3907
r040s037_52,0.6142
r001s010_123,0.5691
r034s026_54,0.8205
r040s075_118,0.4568
r001s030_106,0.4088
r034s032_66,0.7500
r031s005_101,0.4286
r009s121_24,0.6667
r017s106_142,1.0000
r019s004_115,0.4820
r046s011_109,0.7240
r035s006_79,0.4912
r029s007_66,0.2175
r001s001_70,0.6610
r001s020_37,0.5407
r048s014_39,0.6270
r001s013_103,0.5039
r034s047_88,0.6140
r002s006_106,0.0086
r048s008_29,0.4615
r031s001_89,0.4909
r004s015_46,0.6430
