sample_id,iou_score
r038s032_90,1.0000
r009s089_89,0.5602
r005s069_106,0.6429
r004s032_93,0.3369
r005s015_51,0.4935
r009s030_30,0.8000
r004s033_106,0.6251
r042s023_116,0.2790
r031s010_81,0.6154
r047s006_93,0.3511
r048s032_125,0.6463
r040s042_102,0.4393
r040s015_68,0.6031
r044s002_130,0.3788
r010s018_92,0.5963
r042s015_78,0.5764
r015s008_102,0.5183
r002s010_45,0.6720
r001s005_122,0.7419
r009s044_133,0.5000
r052s002_82,0.5750
r010s028_83,0.2101
r044s002_45,0.6955
r011s016_62,0.9500
r040s059_28,0.0392
r042s013_81,0.4301
r031s011_72,0.5896
r042s030_100,0.2143
r004s021_69,0.4943
r024s021_103,0.7778
r003s015_102,0.6263
r044s002_143,0.5417
r009s057_69,0.8333
r010s009_102,0.8133
r046s005_65,0.4315
r010s018_81,0.5556
r040s071_68,0.5520
r027s017_126,0.7368
r048s002_67,0.5611
r001s037_125,0.2842
r009s050_42,0.6176
r009s045_99,0.7216
r031s030_112,0.5751
r018s008_150,0.7143
r035s003_37,0.7143
r005s069_98,0.6570
r004s021_103,0.3508
r038s028_85,0.2540
r023s002_111,0.0491
r038s060_52,0.4421
r011s016_71,0.8020
r004s027_126,0.7532
r038s024_69,0.4138
r003s009_70,0.3837
r004s033_146,0.7283
r031s003_81,0.5122
r009s044_68,0.5850
r047s007_71,0.5219
r009s044_93,0.5740
r048s036_70,0.4973
r047s006_84,0.6353
r027s001_43,0.4390
r004s007_70,0.7021
r011s022_77,1.0000
r038s025_93,0.3031
r003s002_100,0.3446
r038s065_40,0.5955
r042s029_104,0.3116
r040s011_77,0.4705
r048s010_103,0.6984
r009s089_61,0.3540
r044s003_103,0.5622
r004s032_76,0.3592
r005s046_71,0.7232
r038s020_38,0.5417
r004s032_132,0.7402
r002s010_91,0.5307
r009s108_77,0.6419
r011s002_80,0.5926
r042s015_94,0.2712
r009s089_114,0.4736
r031s002_110,0.3526
r009s017_78,0.4375
r034s009_105,0.5255
r044s002_36,0.7178
r040s016_63,0.5430
r048s032_84,0.7091
r004s032_100,0.4178
r047s026_71,0.5358
r042s028_79,0.6053
r004s023_95,0.2727
r027s001_41,0.4286
r011s002_64,0.6667
r029s004_78,0.3454
r009s010_52,0.1667
r004s023_115,0.5100
r048s002_85,0.5592
r010s010_100,0.8333
r047s026_84,0.7140
r009s006_37,0.0000
r010s018_69,0.6667
r011s018_104,0.7290
r011s022_68,0.5167
r005s046_56,0.5602
r042s028_104,0.7008
r048s010_77,0.8676
r044s002_63,0.5851
r001s014_71,0.6000
r048s002_107,0.4851
r040s071_69,0.4684
r042s029_42,0.6866
r001s002_33,0.5446
r005s015_48,0.5770
r004s033_33,0.3630
r031s026_78,0.6667
r040s028_122,0.0492
r040s071_129,0.2759
r038s060_56,0.4815
r027s017_112,0.6794
r038s065_45,0.6400
r009s017_79,0.6970
r042s015_80,0.5247
r038s040_85,0.3173
r031s026_84,0.5699
r038s074_89,0.7381
r023s002_88,0.7500
r009s020_103,0.6765
r038s049_155,0.5530
r004s033_149,0.8179
r038s054_63,0.6837
r052s002_68,1.0000
r004s035_73,0.6380
r038s026_122,1.0000
r031s013_137,0.4694
r042s010_155,0.6623
r038s021_60,0.0000
r038s049_78,0.5087
r038s040_55,0.4917
r046s012_95,0.3708
r040s069_54,0.5718
r034s046_39,0.5435
r027s017_72,0.7091
r009s073_92,0.5286
r001s037_62,0.4035
r001s033_99,0.0439
r046s005_61,0.4205
r002s010_22,0.6400
r004s031_73,0.5315
r031s011_39,0.4082
r042s030_94,0.3270
r001s014_104,0.0983
r011s031_74,0.6200
r034s009_86,0.2432
r034s006_45,0.5000
r011s031_65,0.4082
r009s114_94,0.7537
r029s003_127,0.3348
r040s048_59,0.5357
r018s011_135,0.6528
r015s010_132,0.6110
r038s060_35,0.4750
r024s014_116,0.4778
r038s049_139,0.6076
r010s028_105,0.2935
r046s006_80,0.6286
r031s024_89,0.3936
r031s009_64,0.6671
r004s036_93,0.5163
r009s126_22,1.0000
r048s015_62,0.7097
r009s030_75,0.6562
r009s083_119,0.1407
r038s049_45,0.3311
r027s001_83,0.6543
r009s044_60,0.6667
r004s016_105,0.6264
r040s030_94,0.6728
r001s002_120,0.6667
r027s001_74,0.0000
r004s032_75,0.3512
r004s031_87,0.5104
r042s003_83,0.4167
r005s046_63,0.6042
r024s014_72,0.7857
r009s110_107,0.6762
r024s021_104,0.7910
r015s008_97,0.4503
r001s033_98,0.1046
r031s002_139,0.3214
r038s091_44,0.7667
r009s004_55,0.7200
r031s013_91,0.5629
r017s110_43,0.6565
r040s042_76,0.1657
r004s007_99,0.5726
r031s002_129,0.3835
r010s018_101,0.5283
r038s032_41,0.5026
r023s002_90,0.6173
r009s003_78,0.5319
r004s032_54,0.4581
r002s010_76,0.5687
r001s033_131,0.5000
r042s028_83,0.5999
r010s003_120,0.5841
r017s110_89,0.3341
r009s004_89,0.0032
r009s035_53,0.6667
r034s006_86,0.5046
r009s003_72,0.5708
r001s033_103,0.6273
r027s017_120,0.7677
r024s014_92,0.5942
r047s021_87,0.6193
r040s015_41,0.6523
r004s027_58,0.6286
r001s014_107,0.1547
r038s069_101,0.6111
r048s015_75,0.7084
r011s018_94,0.4379
r004s033_37,0.4267
r003s004_44,0.5672
r042s015_102,0.5469
r048s015_133,0.6964
r003s015_65,0.4444
r048s015_116,0.6406
r018s008_105,0.4464
r038s020_72,0.5473
r040s043_107,0.6316
r034s025_86,0.1837
r031s021_79,0.5362
r042s029_47,0.4885
r038s074_85,0.6400
r038s091_90,0.5814
r009s006_111,0.6121
r001s021_67,0.6000
r038s049_158,0.4731
r009s030_33,0.5619
r038s060_27,0.1463
r034s009_73,0.3325
r040s008_52,0.5954
r038s040_108,0.7059
r015s008_104,0.6476
r047s043_74,0.6617
r001s005_69,0.2269
r038s025_96,0.3717
r005s015_133,0.6601
r017s110_77,0.0000
r031s021_87,0.8902
r018s011_110,0.6334
r042s029_126,0.4605
r038s049_120,0.3303
r009s020_92,1.0000
r038s040_105,0.5849
r038s069_75,0.6591
r010s010_78,0.8333
r009s089_51,0.6667
r019s001_131,0.5000
r009s093_93,0.6538
r003s003_35,0.2992
r004s027_60,0.6397
r015s010_82,0.4951
r004s031_74,0.4404
r042s030_76,0.4062
r009s056_73,0.8750
r028s026_101,0.0833
r027s052_26,0.6667
r040s011_106,0.5476
r004s032_95,0.4579
r004s027_83,0.6358
r040s030_74,0.5669
r044s002_90,0.6249
r003s015_101,0.5652
r009s083_83,0.3947
r004s007_76,0.7119
r038s020_79,0.5563
r040s022_84,0.5926
r042s023_130,0.4152
r031s024_64,0.0707
r031s008_90,0.8725
r048s015_128,0.6742
r031s013_86,0.5789
r003s009_124,0.3947
r004s033_57,0.5102
r004s032_88,0.3863
r047s007_84,0.4989
r003s015_77,0.5476
r040s028_120,0.0843
r031s011_101,0.6017
r038s049_108,0.5210
r009s066_97,1.0000
r040s016_83,0.2284
r038s060_41,0.4975
r009s110_109,0.5650
r042s023_109,0.1224
r001s037_83,0.4775
r009s092_114,0.7255
r003s013_77,0.8944
r034s025_87,0.4934
r009s120_89,0.7800
r009s050_96,0.5625
r040s032_98,0.0237
r031s030_73,0.6697
r031s018_85,0.6445
r052s025_77,0.2840
r009s020_115,0.7568
r048s036_113,0.7143
r031s011_59,0.5376
r047s021_117,0.5984
r047s026_140,0.7069
r040s043_85,0.3362
r038s040_63,0.3541
r009s108_71,0.5318
r015s010_118,0.4653
r004s027_109,0.4700
r031s009_102,0.6832
r031s021_42,0.7083
r003s004_93,0.5500
r046s005_78,0.6363
r040s015_134,0.4870
r048s036_91,0.6095
r004s036_109,0.3917
r048s037_122,0.6356
r038s049_80,0.5957
r040s028_107,0.7061
r023s014_63,0.6770
r004s021_71,0.4789
r052s015_65,0.5926
r001s014_91,0.2473
r003s013_84,0.6854
r040s008_28,0.5652
r005s015_111,0.6288
r011s018_111,0.5200
r004s032_63,0.7461
r031s016_96,0.5231
r031s015_99,0.5545
r038s026_117,0.6500
r009s098_108,0.5760
r040s016_93,0.2758
r004s033_104,0.6326
r048s037_91,0.7705
r031s030_99,0.6534
r004s023_112,0.4626
r027s001_33,0.5000
r009s079_92,0.9167
r038s091_38,0.6000
r001s014_101,0.0804
r009s015_39,0.5000
r038s040_54,0.4389
r034s025_105,0.5714
r048s037_131,0.5796
r038s091_106,0.6111
r027s015_93,1.0000
r040s042_83,0.0572
r003s015_75,0.3684
r011s019_82,0.7167
r009s110_99,0.5556
r040s071_122,0.2319
r009s126_80,0.6250
r028s026_109,0.5676
r044s003_139,1.0000
r038s020_36,0.6486
r040s015_44,0.0263
r040s032_74,0.3473
r024s014_129,0.0000
r001s002_90,0.5907
r009s030_36,0.4277
r031s024_54,0.3353
r009s126_24,0.4750
r038s060_65,0.5273
r027s001_38,0.9167
r017s110_83,0.0008
r048s002_38,0.4247
r040s015_75,0.3823
r024s014_110,0.6836
r018s008_146,0.4043
r001s005_58,0.8333
r009s026_36,1.0000
r031s021_56,0.5000
r027s015_89,0.7480
r029s003_97,0.4447
r047s026_120,0.3287
r028s026_83,0.5000
r003s013_66,0.6600
r031s034_29,0.5984
r044s002_150,1.0000
r047s043_95,0.7091
r009s017_69,0.5915
r046s001_61,0.4583
r040s059_22,0.6667
r001s021_70,0.6994
r024s021_102,0.7333
r035s005_71,1.0000
r009s126_82,0.6087
r042s029_117,0.4040
r009s057_71,0.8750
r009s092_84,0.6765
r001s014_88,0.2135
r005s069_78,0.4266
r046s012_96,0.6480
r004s027_59,0.5990
r004s027_120,0.6531
r009s026_32,0.8333
r001s036_93,0.4852
r005s015_119,0.6124
r031s021_101,0.4727
r004s035_151,0.4926
r029s004_128,0.5000
r034s009_123,0.7024
r009s114_95,0.5355
r040s011_89,0.2156
r004s033_43,0.4906
r009s044_106,0.5297
r038s049_76,0.4892
r004s032_109,0.2867
r047s026_118,0.3955
r047s021_36,0.6046
r004s031_84,0.5113
r052s025_79,0.3641
r048s036_97,0.7674
r050s006_74,0.5952
r040s072_91,0.2638
r003s002_82,0.4464
r038s049_133,0.5150
r048s037_147,0.7778
r004s016_75,0.8447
r034s046_37,0.3022
r015s008_106,0.4510
r004s016_43,0.5273
r010s003_83,0.6667
r015s010_67,0.5278
r040s072_74,0.3605
r005s015_60,0.4768
r031s009_70,0.6489
r009s011_41,0.5745
r009s083_106,0.5071
r038s093_64,0.4659
r009s083_75,0.5702
r040s028_40,1.0000
r044s003_88,0.5886
r044s002_58,0.6892
r031s024_52,0.5146
r038s058_58,0.6420
r040s028_108,0.7055
r010s028_94,0.3922
r031s024_106,0.3889
r048s032_78,0.7822
r001s014_87,0.3009
r004s033_69,0.6224
r038s049_119,0.2697
r048s010_81,0.8077
r040s030_34,1.0000
r015s010_99,0.6120
r042s029_96,0.5542
r015s010_95,0.5159
r009s083_74,0.5850
r040s020_84,0.5242
r009s110_118,0.6667
r040s043_86,0.5109
r019s001_144,0.5000
r004s036_65,0.6783
r015s010_68,0.6863
r040s030_143,0.6395
r031s011_114,0.4993
r005s046_60,0.5750
r042s015_65,0.7004
r003s009_115,0.6111
r015s010_75,0.5632
r038s054_73,0.4253
r004s016_78,0.7417
r010s010_83,0.7143
r031s030_106,0.6916
r023s002_126,0.1514
r038s025_90,0.4778
r031s003_141,0.2794
r002s010_90,0.5372
r027s015_85,0.4675
r004s031_83,0.4653
r046s012_88,0.4519
r009s044_117,0.2835
r047s026_95,0.6816
r040s071_104,0.2232
r001s015_94,0.2432
r004s023_107,0.1760
r038s049_59,0.2947
r017s110_67,0.7408
r009s108_67,0.3397
r031s010_74,0.5370
r031s008_76,0.5556
r023s014_89,0.6333
r047s026_85,0.6673
r009s126_29,0.7310
r001s021_73,0.2533
r003s009_54,0.5758
r001s005_96,0.0840
r038s093_65,0.7257
r017s110_33,0.7350
r005s015_149,0.5667
r040s028_96,0.6713
r042s023_92,0.2653
r019s012_81,0.6738
r009s040_23,0.0000
r001s002_98,0.5400
r009s045_95,0.4583
r031s011_81,0.4124
r004s023_132,0.4470
r031s024_93,0.4684
r040s008_64,0.5814
r004s023_100,0.3865
r003s003_36,0.6367
r001s005_89,0.0943
r004s023_110,0.3619
r009s077_45,0.5410
r047s021_59,0.5437
r010s002_91,0.5726
r040s002_70,0.8000
r040s016_66,0.6930
r005s046_117,0.4606
r017s110_85,0.0008
r009s114_35,0.4500
r040s030_68,0.0133
r031s003_80,0.5115
r029s010_58,0.6087
r040s042_80,0.1607
r004s021_74,0.5039
r003s015_70,0.7500
r035s003_39,0.8000
r031s034_116,0.6536
r040s015_119,0.6920
r009s004_101,0.0043
r031s002_111,0.2670
r035s005_91,0.8621
r001s021_64,0.4464
r011s018_79,0.8333
r027s009_76,0.6373
r040s051_91,0.0000
r004s031_58,0.5556
r034s025_72,0.5938
r031s002_113,0.1591
r031s025_104,0.4350
r042s013_87,0.5402
r002s010_44,0.7693
r042s015_55,0.5253
r031s011_107,0.2203
r048s002_148,0.4964
r001s037_156,1.0000
r047s026_94,0.6882
r009s094_90,0.7500
r031s034_88,0.7678
r009s040_41,0.2448
r044s002_84,0.4137
r004s027_73,0.6841
r034s009_71,0.3594
r031s037_70,0.6667
r042s029_67,0.5971
r040s071_74,0.3255
r009s092_40,0.5789
r009s092_81,0.7857
r047s021_42,0.7465
r031s021_73,0.5625
r040s059_68,0.0760
r017s110_87,0.0080
r044s003_125,0.5346
r009s045_94,0.5667
r024s014_94,0.6569
r002s003_46,0.6970
r047s026_72,0.5396
r031s016_86,0.6703
r011s018_87,0.6667
r004s032_135,1.0000
r052s029_82,0.8500
r052s025_43,0.6770
r038s032_48,0.3424
r038s024_70,1.0000
r018s008_116,0.5304
r031s002_148,0.3800
r019s012_90,0.2815
r017s110_28,0.8015
r009s004_105,0.0056
r001s005_62,0.5346
r047s039_94,0.3333
r027s015_77,0.3361
r040s069_110,0.5474
r044s002_69,0.4930
r031s026_83,0.5128
r040s069_53,0.4853
r004s036_71,0.6104
r040s008_75,1.0000
r040s028_91,0.7034
r038s049_144,0.6062
r048s037_97,0.7859
r009s020_109,0.7157
r046s001_70,0.4708
r042s028_133,0.6907
r040s059_35,0.0615
r004s031_81,0.3137
r024s012_85,0.5634
r009s097_81,0.5556
r031s009_53,0.5992
r040s001_88,0.6481
r010s003_96,0.2115
r019s012_77,0.6379
r048s015_107,0.7102
r004s036_107,0.5856
r031s013_154,0.5789
r031s025_103,0.5764
r023s002_128,0.2464
r009s092_83,0.5965
r031s013_79,0.6011
r027s009_87,0.7963
r010s011_103,0.4667
r027s015_63,0.6410
r004s032_114,0.3857
r052s015_74,0.4051
r040s015_23,0.5542
r009s006_72,0.6114
r031s013_90,0.5800
r031s013_85,0.5793
r009s089_65,0.3729
r049s010_66,0.5185
r040s011_101,0.5837
r009s114_102,0.4800
r031s011_56,0.6121
r047s006_86,0.7209
r031s024_113,0.6833
r031s002_122,0.2412
r040s008_44,0.5058
r009s119_77,0.7128
r031s002_102,0.7342
r040s042_70,0.2692
r040s015_18,0.5000
r048s015_61,0.7934
r031s002_107,0.5326
r009s094_37,0.7333
r015s008_69,0.6202
r001s037_139,0.3084
r005s046_100,0.4787
r031s013_62,0.6467
r031s011_77,0.4929
r001s021_91,0.8056
r002s010_77,0.5709
r010s013_104,0.6500
r005s015_67,0.4953
r009s092_79,0.6875
r004s035_138,0.6685
r038s040_92,0.4957
r003s004_41,0.2167
r001s002_44,0.5663
r031s025_115,0.6220
r009s126_76,0.5532
r038s020_39,0.4930
r004s016_89,0.6774
r004s027_25,0.6897
r001s037_122,0.3660
r034s006_105,0.7429
r052s029_63,1.0000
r004s033_131,0.7086
r044s002_116,0.4811
r040s028_124,0.1596
r001s028_40,1.0000
r052s025_75,0.2779
r031s009_108,0.6727
r009s017_53,0.4615
r038s021_56,0.4906
r031s003_144,1.0000
r040s059_58,0.5684
r044s003_99,0.6902
r052s025_55,0.4762
r027s009_48,0.8750
r038s060_86,0.4841
r010s028_64,0.6464
r031s018_83,0.3852
r009s045_96,0.6481
r018s008_94,0.0998
r047s026_147,0.8000
r040s001_77,0.6026
r001s002_92,0.5203
r001s037_126,0.1808
r040s016_94,0.2571
r038s054_94,0.8000
r040s069_90,0.4030
r009s003_92,0.2690
r031s013_73,0.5976
r038s058_50,0.7500
r024s014_96,0.5739
r040s008_46,0.4047
r003s004_73,0.7092
r002s003_89,0.4581
r048s002_124,0.5275
r015s009_89,0.5867
r040s042_86,0.0252
r044s002_83,0.4296
r009s094_77,0.1429
r003s013_96,0.6106
r040s046_76,0.7500
r038s020_81,0.4563
r005s015_83,0.4875
r038s020_73,0.5309
r005s069_89,0.6000
r038s040_83,0.2856
r015s008_72,0.4024
r009s094_98,0.6400
r004s034_56,0.6667
r038s049_143,0.5718
r040s032_113,0.8571
r040s028_43,0.5072
r004s035_101,0.5188
r001s002_113,0.3580
r004s021_83,0.5302
r004s033_112,0.6542
r005s046_58,0.6043
r009s126_87,0.6111
r010s009_94,0.5750
r040s002_111,0.7143
r015s008_53,0.4211
r001s021_100,0.8333
r031s018_82,0.7607
r029s003_63,0.7778
r010s011_83,0.6000
r004s021_111,0.4172
r034s009_66,0.2364
r038s040_62,0.3508
r031s025_73,0.3427
r042s015_60,0.5036
r005s046_68,0.5907
r015s008_50,0.9000
r001s002_89,0.3874
r040s059_64,0.0442
r009s011_99,0.7500
r001s015_83,0.6068
r009s020_112,0.4321
r044s003_133,0.5526
r014s008_55,0.6667
r005s046_54,0.7639
r031s003_140,0.2563
r046s005_59,0.5887
r047s043_78,0.4545
r044s002_126,0.5360
r010s018_98,0.7143
r040s015_118,0.7185
r005s046_81,0.7288
r048s015_140,0.7057
r048s015_57,0.7124
r004s023_105,0.1706
r009s126_97,0.5179
r040s028_55,0.5019
r040s069_101,0.4519
r009s092_93,0.6420
r002s010_56,0.5188
r023s014_58,0.4688
r040s015_43,0.4657
r029s010_67,0.4286
r009s089_92,0.4801
r027s001_95,0.5556
r010s011_97,0.5417
r018s011_107,0.6330
r031s011_66,0.4855
r002s010_81,0.6047
r052s025_60,1.0000
r038s049_122,0.3244
r048s036_67,0.3803
r004s033_136,0.6283
r015s010_152,0.6231
r048s037_115,0.7080
r040s071_130,0.1926
r004s036_94,0.6667
r009s126_28,0.6496
r001s037_101,0.6552
r009s089_97,0.0591
r044s002_40,0.4064
r001s021_78,0.5263
r004s033_128,0.6692
r042s029_124,0.5027
r003s009_73,0.5165
r034s006_46,0.5493
r040s069_45,0.5011
r047s018_113,0.2981
r042s029_102,0.2864
r009s083_82,0.3709
r034s009_76,0.1639
r011s028_98,0.5789
r001s033_120,0.4324
r009s094_92,0.5952
r047s043_72,0.6975
r038s069_87,0.5577
r031s002_109,0.6164
r040s032_50,0.1392
r019s012_96,0.4351
r038s060_98,0.6392
r045s002_76,0.6555
r038s032_65,0.2367
r048s015_49,0.6944
r004s036_63,0.6105
r010s028_93,0.3795
r009s089_58,0.8039
r023s002_94,0.4390
r003s013_59,0.5405
r042s028_81,0.6163
r019s012_97,0.6475
r023s002_115,0.2328
r031s030_83,0.6510
r001s014_82,0.6522
r023s002_129,0.1765
r031s003_96,0.5058
r031s011_119,0.6988
r004s032_66,0.6422
r010s028_89,0.4262
r040s043_93,0.7098
r023s014_91,0.7273
r040s008_36,0.6723
r047s021_105,0.0431
r009s044_80,0.1280
r047s026_66,0.6941
r045s002_61,0.6667
r002s010_24,0.7083
r044s003_72,1.0000
r001s037_136,0.3195
r009s017_107,0.6190
r046s005_112,0.7171
r004s035_123,0.5333
r002s010_73,0.5672
r038s091_83,0.7514
r003s009_107,0.7281
r009s006_112,0.5986
r009s073_100,0.4545
r038s049_66,0.0160
r042s029_98,0.4696
r009s044_126,0.4618
r009s092_43,0.5833
r004s036_74,0.4074
r046s001_76,0.7213
r002s010_55,0.4802
r031s025_99,0.3861
r042s023_70,1.0000
r001s033_85,0.6043
r042s028_111,0.5803
r010s002_68,0.7500
r038s074_78,0.5714
r040s008_71,0.8000
r038s025_91,0.3487
r040s042_88,0.0651
r029s003_126,0.2614
r031s002_121,0.2855
r040s015_69,0.4537
r031s003_94,0.6257
r031s037_96,0.4373
r004s016_112,0.5190
r048s032_98,0.6598
r047s021_20,0.5556
r040s015_31,0.5196
r038s057_73,0.5200
r046s005_108,0.7292
r009s017_61,0.5294
r040s032_86,0.5176
r018s011_69,0.5000
r011s019_83,0.8421
r031s008_91,0.8434
r010s018_83,0.6094
r040s032_91,0.5224
r038s069_91,0.5714
r040s059_57,0.6056
r031s010_75,0.7467
r001s002_27,0.5617
r015s008_96,0.3646
r003s003_76,0.6847
r011s018_105,0.7674
r048s002_86,0.5459
r040s071_115,0.1938
r031s009_104,0.6807
r009s009_93,0.6429
r048s010_102,0.5600
r018s008_111,0.4394
r045s002_92,0.3595
r040s030_142,0.5968
r005s045_48,0.5833
r009s017_109,0.7381
r001s033_60,0.7703
r047s046_67,0.6912
r040s030_131,0.0646
r009s083_113,0.3260
r042s028_76,0.6371
r004s027_55,0.5717
r048s002_74,0.6283
r038s060_63,0.5110
r009s011_88,0.2757
r009s083_125,0.7917
r047s021_58,0.5428
r009s004_54,0.5938
r044s002_122,0.5186
r024s014_81,0.0602
r004s031_40,0.7333
r047s039_52,0.8462
r031s009_129,0.8235
r038s054_93,0.9375
r047s026_68,0.6966
r044s002_25,0.5516
r040s072_102,0.3410
r052s002_67,1.0000
r040s051_60,0.0000
r015s008_58,0.5037
r040s015_108,0.7066
r050s015_44,0.4211
r003s002_70,0.6454
r003s004_84,0.5795
r027s009_73,0.6986
r047s021_69,0.6684
r047s039_73,0.6543
r042s028_69,0.5898
r031s002_117,0.1718
r004s033_160,0.3301
r010s009_99,0.6531
r009s017_67,0.8182
r047s039_55,0.7538
r040s071_92,0.0847
r042s015_76,0.5863
r027s001_80,0.6471
r031s021_40,0.6852
r047s039_60,0.5575
r031s024_47,0.6018
r015s008_80,0.2744
r047s026_115,0.4319
r011s022_86,0.6429
r040s016_82,0.2268
r031s003_127,0.2943
r046s001_65,0.7241
r040s008_113,0.4444
r048s002_71,0.6393
r031s034_65,0.7633
r009s009_35,0.5211
r015s010_79,0.4382
r040s059_83,0.3403
r003s003_66,0.6842
r009s077_48,0.5000
r004s021_112,0.4656
r040s015_83,0.4258
r017s110_45,0.6264
r052s029_84,0.6562
r001s033_118,0.2552
r047s006_90,0.4667
r005s069_66,0.5860
r049s010_72,0.8378
r040s015_88,0.5993
r009s093_98,0.6016
r003s004_118,0.2353
r031s015_80,0.5751
r001s021_99,0.8333
r038s085_93,0.4870
r001s002_67,0.6140
r040s059_48,0.5806
r023s002_95,0.4075
r047s021_90,0.5416
r031s025_71,0.3865
r034s025_80,0.7079
r040s028_115,0.7450
r009s066_76,0.6667
r038s091_95,0.7029
r009s066_38,0.5312
r028s012_95,0.7613
r040s015_22,0.4433
r009s002_62,0.6286
r004s033_140,0.7306
r002s010_52,0.4652
r004s016_68,0.6170
r040s043_127,0.6667
r040s042_58,0.2946
r042s010_126,0.6833
r003s003_84,0.6563
r031s013_74,0.6592
r009s009_29,0.6591
r042s029_139,0.6611
r009s114_80,0.6408
r002s010_43,0.7955
r042s028_120,0.6213
r009s050_87,0.6250
r015s008_62,0.5016
r009s083_95,0.3866
r029s003_101,0.7346
r047s026_83,0.6760
r042s015_77,0.5779
r042s013_58,0.6474
r004s021_108,0.5474
r010s003_125,0.6786
r010s028_85,0.4352
r011s002_92,0.5200
r038s054_112,0.7379
r005s015_17,0.3067
r038s020_55,0.6000
r009s098_102,0.7631
r001s033_83,0.5313
r004s032_49,0.0000
r015s008_89,0.1612
r027s009_98,0.6335
r047s046_79,0.8333
r015s008_109,0.7331
r040s016_78,0.4321
r009s083_41,0.3800
r002s010_27,0.5842
r045s002_104,0.2701
r047s026_132,0.3710
r018s011_123,0.7029
r009s077_20,0.5271
r045s002_86,0.2966
r011s031_78,0.7778
r009s098_94,0.6651
r052s015_66,0.5000
r038s040_66,0.4685
r040s001_85,0.1475
r009s009_15,0.5962
r009s114_73,0.5500
r010s002_82,0.4829
r019s012_91,0.4394
r048s002_73,0.6953
r031s002_124,0.3368
r047s021_23,0.7020
r048s032_87,0.2553
r038s032_79,0.5694
r009s083_116,0.1838
r017s110_95,0.4046
r042s029_35,0.4909
r040s059_79,0.1647
r004s035_92,0.8279
r011s022_82,0.6364
r005s069_95,0.7422
r009s119_74,0.5031
r031s013_100,0.6386
r001s021_85,0.5909
r009s066_85,0.1591
r038s049_149,0.5248
r027s017_111,0.7108
r048s010_84,0.6667
r009s108_73,0.5677
r009s006_102,0.6970
r004s033_129,0.6850
r009s114_98,0.5400
r009s126_104,1.0000
r003s004_36,0.0000
r009s089_115,0.4402
r040s002_116,0.6000
r009s009_14,0.5671
r029s004_74,0.2148
r038s074_87,0.2162
r003s003_80,0.6800
r001s005_103,0.2294
r009s114_40,0.7895
r010s009_72,0.6964
r031s011_46,0.4836
r031s021_55,0.6875
r009s011_83,0.6026
r042s015_85,0.6832
r040s069_94,0.3220
r009s089_78,0.4925
r004s035_94,0.7147
r031s024_76,0.3960
r015s010_121,0.5576
r038s049_88,0.5054
r001s033_134,0.8333
r052s002_70,0.7000
r040s002_112,0.7000
r004s031_91,0.6917
r034s006_79,0.7833
r009s108_76,0.5976
r038s032_44,0.4421
r009s004_122,0.5563
r031s024_41,0.7582
r009s010_41,0.8827
r031s034_110,0.7035
r034s025_82,0.6200
r004s031_98,0.5047
r009s009_74,0.6000
r040s028_54,0.3089
r048s032_127,0.7083
r040s048_76,0.7333
r040s032_61,0.0393
r009s050_56,0.0000
r040s043_77,0.7083
r047s021_96,0.3178
r040s043_73,0.6774
r046s005_76,0.6369
r011s018_85,0.7895
r031s025_77,0.2258
r011s018_107,0.7216
r003s003_120,0.5760
r042s029_36,0.3684
r003s009_68,0.4317
r009s045_100,0.8155
r040s011_64,0.4631
r003s004_102,0.3514
r047s007_75,0.4452
r042s029_72,0.5731
r040s015_26,0.5635
r031s002_131,0.3795
r040s059_61,0.0262
r034s006_95,0.5769
r027s017_84,0.5882
r038s025_84,0.3821
r042s015_58,0.6952
r048s037_84,0.6971
r001s005_113,0.3984
r047s021_91,0.5368
r034s009_104,0.4837
r040s016_89,0.2497
r027s017_100,0.7025
r009s110_94,0.6800
r031s021_85,0.7816
r040s001_81,0.7129
r048s036_114,0.7600
r034s006_87,0.5855
r038s025_100,0.4204
r040s030_58,0.0140
r009s044_92,0.6721
r004s033_49,0.4862
r048s010_101,0.5980
r050s015_66,0.7500
r031s025_110,0.4360
r047s026_75,0.0060
r031s034_32,0.6394
r001s036_28,0.6341
r010s018_78,0.6111
r040s072_106,0.6364
r010s018_105,0.8571
r040s043_74,0.6944
r011s018_91,0.4537
r031s021_96,0.5692
r040s015_138,0.7500
r009s006_34,0.5556
r004s016_83,0.6270
r003s013_69,0.7678
r009s006_119,1.0000
r031s021_30,0.5000
r004s007_83,0.6905
r031s025_67,0.4480
r052s029_75,0.6400
r038s074_94,0.6190
r009s092_36,0.8750
r001s002_31,0.5930
r023s002_116,0.2455
r031s013_151,0.5211
r001s015_74,0.7500
r015s010_74,0.6596
r015s010_125,0.5174
r001s002_64,0.5237
r015s008_60,0.6667
r009s126_123,0.8000
r035s007_85,0.2073
r005s015_148,0.5260
r040s032_84,0.5328
r031s013_96,0.6075
r038s074_84,0.6481
r027s017_105,0.6490
r015s010_104,0.5784
r040s008_73,0.8800
r047s046_74,0.7245
r003s003_102,0.5938
r042s013_73,0.6405
r042s028_30,0.7825
r031s013_61,0.7906
r011s016_73,0.7222
r009s057_67,0.5000
r010s013_79,0.7308
r005s015_146,0.6256
r001s014_120,0.6250
r031s002_105,0.5519
r009s094_79,0.0000
r038s065_30,0.5185
r023s002_123,0.2325
